"RAILROAD","IYR","IMO","STATE","COUNTY","LOCOMI","MTMI","ysmi","TOTMI","EMPHRS","PASSMI","REVPASS","TYPRR","REGION","DUMMY","YEAR4","FRTRNMI","PASTRNMI","OTHERMI","CNTYCD","STCNTY","NARR1","NARR2","NARR3","NARRLEN",DUMMY1
"COER","17","08","17","WILLIAMSON          ","0","0","0","240","648","0","0","3 ","4","","2017","240","0","0","199","17C199","","","","0","",
"PRY ","17","08","17","PEORIA              ","0","0","0","0","0","0","0","6 ","4","","2017","0","0","0","143","17C143","NO SERVICE REQUIRED THIS MONTH. ","","","31","",
"CPC ","17","08","17","COOK                ","0","0","35","35","92","0","0","3 ","4","","2017","0","0","0","031","17C031","CHICAGO PORT RAILROAD (CPC), IS PRIMARILY A RAIL TO/FROM TRUCK AND WATER TRANSFER/TRANSLOAD FACILITY",".  CARS ARE SET ON THE PROPERTY BY CHICAGO RAIL LINK (CRL) THROUGH A TRACKAGE RIGHTS AGREEMENT.  MOV","EMENT OF CARS ACCOMPLISHED WITH CONTRACT LABOR.","247","",
"DT  ","17","08","17","PEORIA              ","0","0","14","136","208","0","0","3 ","4","","2017","122","0","0","143","17C143","OPERATES AS NEEDED. ","","","19","",
"ILW ","17","08","17","BOND                ","0","0","0","0","0","0","0","6 ","4","","2017","0","0","0","005","17C005","","","","0","",
"CPC ","17","07","17","COOK                ","0","0","30","30","80","0","0","3 ","4","","2017","0","0","0","031","17C031","CHICAGO PORT RAILROAD (CPC), IS PRIMARILY A RAIL TO/FROM TRUCK AND WATER TRANSFER/TRANSLOAD FACILITY",".  CARS ARE SET ON THE PROPERTY BY CHICAGO RAIL LINK (CRL) THROUGH A TRACKAGE RIGHTS AGREEMENT.  MOV","EMENT OF CARS ACCOMPLISHED WITH CONTRACT LABOR.","247","",
"CCUO","17","02","17","MCHENRY             ","0","0","0","0","0","0","0","3 ","4","","2017","0","0","0","111","17C111","","","","0","",
"ALS ","17","01","17","ST CLAIR            ","0","0","71587","71587","54113","0","0","6 ","4","","2017","0","0","0","163","17C163","","","","0","",
"CRL ","17","02","17","COOK                ","0","0","10882","11569","7350","0","0","3 ","4","","2017","687","0","0","031","17C031","","","","0","",
"MJ  ","17","02","17","COOK                ","0","0","0","0","0","0","0","6 ","4","","2017","0","0","0","031","17C031","","","","0","",
"CERR","17","01","17","COOK                ","0","0","4518","4518","695","0","0","3 ","4","","2017","0","0","0","031","17C031","","","","0","",
"GS  ","17","01","17","PEORIA              ","0","0","41","1155","1453","0","0","3 ","4","","2017","1114","0","0","143","17C143","","","","0","",
"NIRC","17","01","17","COOK                ","0","0","8868","331992","456158","71472305","3170980","6 ","4","","2017","0","323124","0","031","17C031","","","","0","",
"CCUO","17","01","17","MCHENRY             ","0","0","0","0","0","0","0","3 ","4","","2017","0","0","0","111","17C111","","","","0","",
"MSO ","17","07","17","PEORIA              ","0","0","82","203","121","0","0","3 ","4","","2017","121","0","0","143","17C143","REVISED 6180.55 PER INSTRUCTIONS ON DECEMBER 8, 2017 FROM FRA INSPECTORS.  PRACTICES TO SPLIT OUT TH","E TRAIN MILES & HOURS ON MICHIGAN SOUTHERN RAILROAD CO. (RR CODE MSO) AND MICHIGAN SOUTHERN RAILROAD"," DBA NAPOLEON, DEFIANCE & WESTERN (RR CODE NDW).","248","",
"GRNW","17","08","16","NEZ PERCE           ","0","0","4805","8165","5042","0","0","3 ","8","","2017","3360","0","0","069","16C069","","","","0","",
"GET ","17","01","17","PEORIA              ","0","0","30","890","993","0","0","3 ","4","","2017","860","0","0","143","17C143","","","","0","",
"SCS ","17","11","18","WARRICK             ","0","0","130","446","1049","0","0","3 ","4","","2017","316","0","0","173","18C173","","","","0","",
"INPR","17","12","16","GEM                 ","0","0","390","1278","2671","0","0","3 ","8","","2017","888","0","0","045","16C045","","","","0","",
"EIRR","17","11","16","TWIN FALLS          ","0","0","12151","18668","10994","0","0","3 ","8","","2017","6517","0","0","083","16C083","","","","0","",
"BVRR","17","08","16","CANYON              ","0","0","914","2555","2475","0","0","3 ","8","","2017","1641","0","0","027","16C027","","","","0","",
"BGCM","17","08","16","CLEARWATER          ","0","0","0","207","582","0","0","3 ","8","","2017","207","0","0","035","16C035","EMPLOYEE HOURS AND FREIGHT TRAIN MILES WILL BE LOWER DUE TO NOT RUNNING A TRAIN OFTEN ON SUB 1 AS WE","LL AS REDUCING THE TRAIN CREW BY ONE ENGINEER. ","","146","",
"EIRR","17","08","16","TWIN FALLS          ","0","0","12923","19954","11839","0","0","3 ","8","","2017","7031","0","0","083","16C083","","","","0","",
"WCRL","17","05","10","NEW CASTLE          ","0","0","3","99","257","5104","319","3 ","2","","2017","0","96","0","003","10C003","","","","0","",
"SAN ","17","02","13","WASHINGTON          ","0","0","1539","1539","5131","0","0","3 ","3","","2017","0","0","0","303","13C303","","","","0","",
"HRSX","17","12","15","HONOLULU            ","0","0","0","325","672","38480","2960","3 ","7","","2017","0","325","0","003","15C003","THE HAWAIIAN RAILWAY SOCIETY OFFERS 45 MINUTE AND 90 MINUTE RIDES. ON SATURDAY, THERE IS ONE 90 MINU","TE RIDE. ON SUNDAY THERE ARE TWO 90 MINUTE RIDES. 7 DAYS A WEEK, THE TRAIN IS AVAILABLE FOR A CHARTE","R RIDE (EITHER 45 OR 90 MINUTES) FOR GROUPS, SCHOO","250","",
"LKP ","17","01","15","MAUI                ","0","0","0","0","301","0","0","6 ","7","","2017","0","0","0","009","15C009","HOLIDAY SEASON OVER. RAILROAD CLOSED WHILE WE PLAN OUR NEXT EVENT. ","","","66","",
"HRSX","17","05","15","HONOLULU            ","0","0","0","314","509","34503","2827","3 ","7","","2017","0","314","0","003","15C003","THE HAWAIIAN RAILWAY SOCIETY OFFERS 45 MINUTE AND 90 MINUTE RIDES.  ON SATURDAY, THERE IS ONE 90 MIN","UTE RIDE.  ON SUNDAY THERE ARE TWO 90 MINUTE RIDES. 
7 DAYS A WEEK, THE TRAIN IS AVAILABLE FOR A CH","ARTER RIDE (EITHER 45 OR 90 MINUTES) FOR GROUPS, S","250","",
"HRSX","17","10","15","HONOLULU            ","0","0","0","302","616","29083","4363","3 ","7","","2017","0","302","0","003","15C003","THE HAWAIIAN RAILWAY SOCIETY OFFERS 45 MINUTE AND 90 MINUTE RIDES. ON SATURDAY, THERE IS ONE 90 MINU","TE RIDE. ON SUNDAY THERE ARE TWO 90 MINUTE RIDES. 7 DAYS A WEEK, THE TRAIN IS AVAILABLE FOR A CHARTE","R (EITHER 45 OR 90 MINUTES) FOR GROUPS, SCHOOLS, S","250","",
"HRSX","17","07","15","HONOLULU            ","0","0","0","364","587","42289","3253","3 ","7","","2017","0","364","0","003","15C003","THE HAWAIIAN RAILWAY SOCIETY OFFERS 45 MINUTE AND 90 MINUTE RIDES. ON SATURDAY, THERE IS ONE 90 MINU","TE RIDE. ON SUNDAY THERE ARE TWO 90 MINUTE RIDES. 7 DAYS A WEEK, THE TRAIN IS AVAILABLE FOR A CHARTE","R RIDE (EITHER 45 OR 90 MINUTES) FOR GROUPS, SCHOO","250","",
"CARR","17","08","12","DUVAL               ","0","0","1768","1768","917","0","0","6 ","3","","2017","0","0","0","031","12C031","","","","0","",
"CCHA","17","08","12","DUVAL               ","0","0","744","2429","3418","0","0","3 ","3","","2017","1685","0","0","031","12C031","","","","0","",
"CCKY","17","08","12","DUVAL               ","0","0","50","1145","686","0","0","3 ","3","","2017","1095","0","0","031","12C031","","","","0","",
"WKRL","17","08","12","DUVAL               ","0","0","0","0","0","0","0","6 ","3","","2017","0","0","0","031","12C031","","","","0","",
"TSWS","17","10","17","WILL                ","0","0","26808","31272","14769","0","0","3 ","4","","2017","0","0","4464","197","17C197","","","","0","",
"COER","17","04","17","WILLIAMSON          ","0","0","0","111","553","0","0","3 ","4","","2017","111","0","0","199","17C199","","","","0","",
"PHRR","17","05","17","MADISON             ","0","0","231","231","964","0","0","3 ","4","","2017","0","0","0","119","17C119","","","","0","",
"ILW ","17","04","17","BOND                ","0","0","0","0","0","0","0","6 ","4","","2017","0","0","0","005","17C005","","","","0","",
"DT  ","17","04","17","PEORIA              ","0","0","34","354","268","0","0","3 ","4","","2017","320","0","0","143","17C143","OPERATES AS NEEDED. ","","","19","",
"EWR ","17","04","17","PEORIA              ","0","0","118","666","223","0","0","3 ","4","","2017","548","0","0","143","17C143","","","","0","",
"EFRR","17","04","17","EFFINGHAM           ","0","0","3036","3036","506","0","0","3 ","4","","2017","0","0","0","049","17C049","","","","0","",
"EIRC","17","04","17","COLES               ","0","0","0","437","980","0","0","3 ","4","","2017","437","0","0","029","17C029","","","","0","",
"ISW ","17","07","17","PEORIA              ","0","0","31","31","328","0","0","3 ","4","","2017","0","0","0","143","17C143","","","","0","",
"MJ  ","17","05","17","COOK                ","0","0","0","0","0","0","0","6 ","4","","2017","0","0","0","031","17C031","","","","0","",
"CIRR","17","09","12","DUVAL               ","0","0","1200","2460","1727","0","0","3 ","3","","2017","1260","0","0","031","12C031","","","","0","",
"WKRL","17","11","12","DUVAL               ","0","0","0","0","0","0","0","6 ","3","","2017","0","0","0","031","12C031","","","","0","",
"TTIS","17","04","21","BOURBON             ","0","0","0","0","995","0","0","6 ","3","","2017","0","0","0","017","21C017","","","","0","",
"RJCA","17","12","21","JESSAMINE           ","0","0","755","755","3846","0","0","3 ","3","","2017","0","0","0","113","21C113","","","","0","",
"RJCC","17","12","21","JESSAMINE           ","0","0","0","9984","11551","0","0","3 ","3","","2017","9984","0","0","113","21C113","","","","0","",
"RJCD","17","12","21","JESSAMINE           ","0","0","30","30","312","0","0","3 ","3","","2017","0","0","0","113","21C113","","","","0","",
"RJCK","17","12","21","JESSAMINE           ","0","0","582","582","1819","0","0","3 ","3","","2017","0","0","0","113","21C113","","","","0","",
"RJCL","17","12","21","JESSAMINE           ","0","0","0","1289","1347","0","0","3 ","3","","2017","1289","0","0","113","21C113","","","","0","",
"RJCM","17","12","21","JESSAMINE           ","0","0","0","3955","10537","0","0","3 ","3","","2017","3955","0","0","113","21C113","","","","0","",
"RJCN","17","12","21","JESSAMINE           ","0","0","138","138","155","0","0","3 ","3","","2017","0","0","0","113","21C113","","","","0","",
"RJCP","17","12","21","JESSAMINE           ","0","0","0","3541","4208","0","0","3 ","3","","2017","3541","0","0","113","21C113","","","","0","",
"RJCR","17","12","21","JESSAMINE           ","0","0","0","840","383","77248","2414","3 ","3","","2017","200","640","0","113","21C113","","","","0","",
"RJCS","17","12","21","JESSAMINE           ","0","0","0","540","1687","0","0","3 ","3","","2017","540","0","0","113","21C113","","","","0","",
"RJCV","17","12","21","JESSAMINE           ","0","0","0","443","3036","0","0","3 ","3","","2017","443","0","0","113","21C113","","","","0","",
"RJCW","17","12","21","JESSAMINE           ","0","0","0","909","596","0","0","3 ","3","","2017","909","0","0","113","21C113","","","","0","",
"PAL ","17","03","21","MCCRACKEN           ","0","0","7914","43993","47871","0","0","2 ","3","","2017","36079","0","0","145","21C145","","","","0","",
"BSFX","17","04","21","MCCREARY            ","0","0","0","0","0","0","0","3 ","3","","2017","0","0","0","147","21C147","","","","0","",
"BSFX","17","05","21","MCCREARY            ","0","0","0","0","0","0","0","3 ","3","","2017","0","0","0","147","21C147","","","","0","",
"BSFX","17","06","21","MCCREARY            ","0","0","0","0","0","0","0","3 ","3","","2017","0","0","0","147","21C147","","","","0","",
"BSFX","17","07","21","MCCREARY            ","0","0","0","0","0","0","0","3 ","3","","2017","0","0","0","147","21C147","","","","0","",
"BSFX","17","08","21","MCCREARY            ","0","0","0","0","0","0","0","3 ","3","","2017","0","0","0","147","21C147","","","","0","",
"BSFX","17","09","21","MCCREARY            ","0","0","0","0","0","0","0","3 ","3","","2017","0","0","0","147","21C147","","","","0","",
"BSFX","17","10","21","MCCREARY            ","0","0","0","0","0","0","0","3 ","3","","2017","0","0","0","147","21C147","","","","0","",
"BSFX","17","11","21","MCCREARY            ","0","0","0","0","0","0","0","3 ","3","","2017","0","0","0","147","21C147","","","","0","",
"LXVR","17","11","12","DUVAL               ","0","0","792","2384","323","0","0","3 ","3","","2017","1592","0","0","031","12C031","","","","0","",
"CAGY","17","07","12","DUVAL               ","0","0","7323","8859","5954","0","0","3 ","3","","2017","1536","0","0","031","12C031","","","","0","",
"RJCR","17","10","21","JESSAMINE           ","0","0","0","816","379","62560","1955","3 ","3","","2017","240","576","0","113","21C113","","","","0","",
"RJCS","17","10","21","JESSAMINE           ","0","0","0","1223","2305","0","0","3 ","3","","2017","1223","0","0","113","21C113","","","","0","",
"RJCV","17","10","21","JESSAMINE           ","0","0","0","592","3249","0","0","3 ","3","","2017","592","0","0","113","21C113","","","","0","",
"RJCW","17","10","21","JESSAMINE           ","0","0","0","780","670","0","0","3 ","3","","2017","780","0","0","113","21C113","","","","0","",
"RJCL","17","10","21","JESSAMINE           ","0","0","0","1562","1596","0","0","3 ","3","","2017","1562","0","0","113","21C113","","","","0","",
"BRMI","17","12","21","WOODFORD            ","0","0","0","66","56","23144","2104","3 ","3","","2017","0","66","0","239","21C239","","","","0","",
"RJCK","17","10","21","JESSAMINE           ","0","0","574","574","2190","0","0","3 ","3","","2017","0","0","0","113","21C113","","","","0","",
"RJCP","17","10","21","JESSAMINE           ","0","0","0","4209","4524","0","0","3 ","3","","2017","4209","0","0","113","21C113","","","","0","",
"RJCN","17","10","21","JESSAMINE           ","0","0","90","90","179","0","0","3 ","3","","2017","0","0","0","113","21C113","","","","0","",
"KRM ","17","05","21","NELSON              ","0","0","15","213","745","15048","684","3 ","3","","2017","0","198","0","179","21C179","","","","0","",
"RJCM","17","07","21","JESSAMINE           ","0","0","0","3963","7512","0","0","3 ","3","","2017","3963","0","0","113","21C113","","","","0","",
"RJCN","17","07","21","JESSAMINE           ","0","0","101","101","161","0","0","3 ","3","","2017","0","0","0","113","21C113","","","","0","",
"TTIS","17","06","21","BOURBON             ","0","0","0","0","1180","0","0","6 ","3","","2017","0","0","0","017","21C017","","","","0","",
"RJCL","17","04","21","JESSAMINE           ","0","0","0","1374","1508","0","0","3 ","3","","2017","1374","0","0","113","21C113","","","","0","",
"RJCN","17","04","21","JESSAMINE           ","0","0","104","104","172","0","0","3 ","3","","2017","0","0","0","113","21C113","","","","0","",
"CPR ","17","03","13","MORGAN              ","0","0","0","1121","617","0","0","3 ","3","","2017","1121","0","0","211","13C211","","","","0","",
"SM  ","17","04","13","CAMDEN              ","0","0","315","667","706","121680","1690","3 ","3","","2017","280","72","0","039","13C039","","","","0","",
"NS  ","17","04","13","FULTON              ","0","0","982326","7460409","4058736","0","0","1 ","3","","2017","6478083","0","0","121","13C121","","","","0","",
"FEC ","17","02","12","DUVAL               ","0","0","52865","170103","114221","0","0","2 ","3","","2017","117238","0","0","031","12C031","","","","0","",
"HOG ","17","02","12","DUVAL               ","0","0","470","5323","2529","0","0","3 ","3","","2017","4853","0","0","031","12C031","","","","0","",
"SCXF","17","03","12","HENDRY              ","0","0","1461","7541","16019","0","0","3 ","3","","2017","6080","0","0","051","12C051","","","","0","",
"GNRR","17","01","13","COBB                ","0","0","420","1892","2655","0","0","3 ","3","","2017","1472","0","0","067","13C067","","","","0","",
"BLRX","17","01","13","FANNIN              ","0","0","0","0","342","0","0","3 ","3","","2017","0","0","0","111","13C111","","","","0","",
"PPBD","17","03","12","PALM BEACH          ","0","0","450","450","150","0","0","3 ","3","","2017","0","0","0","099","12C099","","","","0","",
"BAYL","17","02","12","DUVAL               ","0","0","4293","10585","9458","0","0","3 ","3","","2017","6292","0","0","031","12C031","","","","0","",
"BCLR","17","02","12","DUVAL               ","0","0","0","224","492","0","0","3 ","3","","2017","224","0","0","031","12C031","","","","0","",
"AN  ","17","02","12","DUVAL               ","0","0","72","224","0","0","0","3 ","3","","2017","152","0","0","031","12C031","","","","0","",
"LMIC","17","08","18","PORTER              ","0","0","9864","9864","5045","0","0","3 ","4","","2017","0","0","0","127","18C127","","","","0","",
"MGRZ","17","07","18","CLARK               ","0","0","7536","7536","1256","0","0","3 ","4","","2017","0","0","0","019","18C019","","","","0","",
"MGRZ","17","10","18","CLARK               ","0","0","6168","6168","1028","0","0","3 ","4","","2017","0","0","0","019","18C019","","","","0","",
"CMPA","17","11","18","JEFFERSON           ","0","0","1","234","1100","4860","1215","3 ","4","","2017","197","36","0","077","18C077","","","","0","",
"SIND","17","09","18","CLARK               ","0","0","80","240","763","0","0","3 ","4","","2017","160","0","0","019","18C019","","","","0","",
"ASRY","17","03","39","RICHLAND            ","0","0","1569","3544","7051","0","0","3 ","2","","2017","1975","0","0","139","39C139","","","","0","",
"WSRY","17","02","39","LUCAS               ","0","0","0","350","440","0","0","3 ","2","","2017","350","0","0","095","39C095","","","","0","",
"MAUP","17","01","12","MANATEE             ","0","0","944","944","517","0","0","3 ","3","","2017","0","0","0","081","12C081","","","","0","",
"EARY","17","02","12","DUVAL               ","0","0","240","852","2591","0","0","3 ","3","","2017","612","0","0","031","12C031","","","","0","",
"SCS ","17","12","18","WARRICK             ","0","0","120","400","912","0","0","3 ","4","","2017","280","0","0","173","18C173","","","","0","",
"SCS ","17","01","18","WARRICK             ","0","0","180","540","1225","0","0","3 ","4","","2017","360","0","0","173","18C173","","","","0","",
"ICRK","17","05","18","MADISON             ","0","0","0","0","0","0","0","3 ","4","","2017","0","0","0","095","18C095","","","","0","",
"NICD","17","11","18","LA PORTE            ","0","0","0","63843","53377","9982845","304037","6 ","4","","2017","0","63843","0","091","18C091","","","","0","",
"RJCP","17","04","21","JESSAMINE           ","0","0","0","4359","3530","0","0","3 ","3","","2017","4359","0","0","113","21C113","","","","0","",
"RJCR","17","04","21","JESSAMINE           ","0","0","0","636","369","38944","1217","3 ","3","","2017","220","416","0","113","21C113","","","","0","",
"RJCR","17","05","21","JESSAMINE           ","0","0","0","652","427","35328","1104","3 ","3","","2017","300","352","0","113","21C113","","","","0","",
"RJCS","17","05","21","JESSAMINE           ","0","0","0","871","1411","0","0","3 ","3","","2017","871","0","0","113","21C113","","","","0","",
"RJCV","17","05","21","JESSAMINE           ","0","0","0","534","737","0","0","3 ","3","","2017","534","0","0","113","21C113","","","","0","",
"RJCW","17","05","21","JESSAMINE           ","0","0","0","974","1465","0","0","3 ","3","","2017","974","0","0","113","21C113","","","","0","",
"KRM ","17","02","21","NELSON              ","0","0","3","3","487","0","0","3 ","3","","2017","0","0","0","179","21C179","","","","0","",
"KRM ","17","01","21","NELSON              ","0","0","2","2","544","0","0","3 ","3","","2017","0","0","0","179","21C179","","","","0","",
"KRM ","17","03","21","NELSON              ","0","0","0","0","495","0","0","3 ","3","","2017","0","0","0","179","21C179","","","","0","",
"BRMI","17","06","21","WOODFORD            ","0","0","0","165","75","15741","1431","3 ","3","","2017","0","165","0","239","21C239","","","","0","",
"RJCD","17","05","21","JESSAMINE           ","0","0","40","40","700","0","0","3 ","3","","2017","0","0","0","113","21C113","","","","0","",
"RJCK","17","05","21","JESSAMINE           ","0","0","511","511","2126","0","0","3 ","3","","2017","0","0","0","113","21C113","","","","0","",
"RJCL","17","05","21","JESSAMINE           ","0","0","0","1423","1426","0","0","3 ","3","","2017","1423","0","0","113","21C113","","","","0","",
"RJCN","17","05","21","JESSAMINE           ","0","0","138","138","185","0","0","3 ","3","","2017","0","0","0","113","21C113","","","","0","",
"RJCP","17","05","21","JESSAMINE           ","0","0","0","4269","5690","0","0","3 ","3","","2017","4269","0","0","113","21C113","INCREASED HOURS DUE TO TIE REPLACEMENT PROJECT AT CLYMER. ","","","57","",
"CVR ","17","03","20","HASKELL             ","0","0","4263","4263","4369","0","0","3 ","6","","2017","0","0","0","081","20C081","","","","0","",
"AVSX","17","11","20","DICKINSON           ","0","0","50","200","10","930","93","3 ","6","","2017","0","150","0","041","20C041","WE ARE SEASONAL AND ONLY RAN A FEW RUNS.","","","40","",
"KO  ","17","11","20","SEDGWICK            ","0","0","11501","23459","19865","0","0","3 ","6","","2017","11958","0","0","173","20C173","","","","0","",
"XALV","17","03","20","JOHNSON             ","0","0","783","783","522","0","0","3 ","6","","2017","0","0","0","091","20C091","","","","0","",
"XALV","17","12","20","JOHNSON             ","0","0","866","866","577","0","0","3 ","6","","2017","0","0","0","091","20C091","","","","0","",
"KO  ","17","01","20","SEDGWICK            ","0","0","10209","23269","19203","0","0","3 ","6","","2017","13060","0","0","173","20C173","","","","0","",
"IATX","17","01","20","JOHNSON             ","0","0","15030","15030","5010","0","0","3 ","6","","2017","0","0","0","091","20C091","","","","0","",
"HUTT","17","08","20","RENO                ","0","0","1","1","79","0","0","3 ","6","","2017","0","0","0","155","20C155","","","","0","",
"XALV","17","11","20","JOHNSON             ","0","0","1011","1011","674","0","0","3 ","6","","2017","0","0","0","091","20C091","INCREASE DUE TO ELEVATED VOLUME","","","31","",
"SKOL","17","12","20","MONTGOMERY          ","0","0","13910","26224","20217","0","0","3 ","6","","2017","12314","0","0","125","20C125","","","","0","",
"JCAX","17","05","20","JOHNSON             ","0","0","6","6","161","0","0","3 ","6","","2017","0","0","0","091","20C091","","","","0","",
"KAW ","17","05","20","WYANDOTTE           ","0","0","0","14269","4840","0","0","3 ","6","","2017","14269","0","0","209","20C209","","","","0","",
"KAW ","17","06","20","WYANDOTTE           ","0","0","0","14705","4988","0","0","3 ","6","","2017","14705","0","0","209","20C209","","","","0","",
"KO  ","17","06","20","SEDGWICK            ","0","0","11890","23902","19995","0","0","3 ","6","","2017","12012","0","0","173","20C173","","","","0","",
"VSR ","17","05","20","BARBER              ","0","0","333","627","476","0","0","3 ","6","","2017","294","0","0","007","20C007","","","","0","",
"VSR ","17","06","20","BARBER              ","0","0","259","517","578","0","0","3 ","6","","2017","258","0","0","007","20C007","","","","0","",
"KCT ","17","07","20","WYANDOTTE           ","0","0","0","0","2786","0","0","3 ","6","","2017","0","0","0","209","20C209","","","","0","",
"IATX","17","12","20","JOHNSON             ","0","0","19728","19728","6576","0","0","3 ","6","","2017","0","0","0","091","20C091","","","","0","",
"HUTT","17","12","20","RENO                ","0","0","1","1","62","0","0","3 ","6","","2017","0","0","0","155","20C155","","","","0","",
"IATX","17","06","20","JOHNSON             ","0","0","19305","19305","6435","0","0","3 ","6","","2017","0","0","0","091","20C091","","","","0","",
"ITSL","17","06","20","JOHNSON             ","0","0","35949","35949","12382","0","0","3 ","6","","2017","0","0","0","091","20C091","","","","0","",
"MDRY","17","06","20","DOUGLAS             ","0","0","0","409","0","55354","10806","3 ","6","","2017","0","409","0","045","20C045","FOR THE FLUCTUATIONS ATTRIBUTED TO THE DAY OUT WITH THOMAS EVENT, 10325 PASSENGERS (NOT 10806).  FOR"," THE EVENT, THERE WERE, AS SHOWN, 45430 PASSENGER MILES, AND 3872 TRAIN MILES.  OTHER TRAIN OPERATIO","NS FOR THE MONTH:  481 PASSENGERS, 9924 PASSENGER ","249","",
"SKOL","17","03","20","MONTGOMERY          ","0","0","16220","30306","21630","0","0","3 ","6","","2017","14086","0","0","125","20C125","","","","0","",
"KO  ","17","03","20","SEDGWICK            ","0","0","10419","22888","19801","0","0","3 ","6","","2017","12469","0","0","173","20C173","","","","0","",
"AVSX","17","07","20","DICKINSON           ","0","0","230","690","458","14470","1447","3 ","6","","2017","0","460","0","041","20C041","","","","0","",
"CVR ","17","06","20","HASKELL             ","0","0","4260","4260","4542","0","0","3 ","6","","2017","0","0","0","081","20C081","","","","0","",
"JCAX","17","06","20","JOHNSON             ","0","0","0","0","142","0","0","3 ","6","","2017","0","0","0","091","20C091","","","","0","",
"VSR ","17","10","20","BARBER              ","0","0","262","514","557","0","0","3 ","6","","2017","252","0","0","007","20C007","","","","0","",
"VSR ","17","11","20","BARBER              ","0","0","391","724","545","0","0","3 ","6","","2017","333","0","0","007","20C007","","","","0","",
"VSR ","17","12","20","BARBER              ","0","0","342","678","576","0","0","3 ","6","","2017","273","0","63","007","20C007","","","","0","",
"SKOL","17","06","20","MONTGOMERY          ","0","0","15285","28699","21193","0","0","3 ","6","","2017","13414","0","0","125","20C125","","","","0","",
"XAAL","17","02","20","JOHNSON             ","0","0","3594","3594","2396","0","0","3 ","6","","2017","0","0","0","091","20C091","","","","0","",
"WTA ","17","12","20","SEDGWICK            ","0","0","1198","1198","2397","0","0","3 ","6","","2017","0","0","0","173","20C173","","","","0","",
"RJCS","17","04","21","JESSAMINE           ","0","0","0","773","1342","0","0","3 ","3","","2017","773","0","0","113","21C113","","","","0","",
"HOS ","17","12","18","PERRY               ","0","0","0","633","544","0","0","3 ","4","","2017","633","0","0","123","18C123","REDUCED MILES AND HOURS DUE TO HOLIDAYS.","","","40","",
"ICRK","17","07","18","MADISON             ","0","0","0","0","0","0","0","3 ","4","","2017","0","0","0","095","18C095","","","","0","",
"DCRR","17","10","18","ORANGE              ","0","0","0","0","48","0","0","3 ","4","","2017","0","0","0","117","18C117","DCRRR HAD A MAJOR TRACK REHAB PROJECT AND WAS UNABLE TO RUN ANY FREIGHT TRAINS THE MONTH OF OCTOBER","","","99","",
"DCRR","17","11","18","ORANGE              ","0","0","0","28","48","0","0","3 ","4","","2017","28","0","0","117","18C117","","","","0","",
"DCRR","17","12","18","ORANGE              ","0","0","0","28","48","0","0","3 ","4","","2017","28","0","0","117","18C117","","","","0","",
"IRM ","17","09","18","ORANGE              ","0","0","0","480","1168","165220","7724","3 ","4","","2017","0","480","0","117","18C117","IRM HOSTED A SPECIAL EVENT `DAY OUT WITH THOMAS` INCREASING OUR PASSENGER COUNT FOR THE MONTH OF SEP","TEMBER.","","107","",
"IRM ","17","10","18","ORANGE              ","0","0","0","570","1109","112040","5989","3 ","4","","2017","0","570","0","117","18C117","","","","0","",
"IRM ","17","11","18","ORANGE              ","0","0","0","260","1323","155400","16816","3 ","4","","2017","0","260","0","117","18C117","IRM DOES A SPECIAL EVENT CALLED THE POLAR EXPRESS WHICH INCREASES THE NUMBER OF PASSENGERS FOR OUR O","PERATIONS","","109","",
"IRM ","17","12","18","ORANGE              ","0","0","0","260","1104","180960","18096","3 ","4","","2017","0","260","0","117","18C117","M DOES  A SPECIAL EVENT THE MONTH OF DECEMBER WHICH INCREASES OUR PASSENGER COUNT","","","81","",
"DCRR","17","09","18","ORANGE              ","0","0","0","28","56","0","0","3 ","4","","2017","28","0","0","117","18C117","","","","0","",
"MGRZ","17","11","18","CLARK               ","0","0","6192","6192","1032","0","0","3 ","4","","2017","0","0","0","019","18C019","","","","0","",
"ITMZ","17","11","18","HAMILTON            ","0","0","0","154","58","35640","1980","3 ","4","","2017","0","154","0","057","18C057","THIS TRAIN WAS OPERATED ON THE KOKOMO LINE BETWEEN KOKOMO AND ANOKA, INDIANA. ","","","77","",
"WVRR","17","11","18","FAYETTE             ","0","0","3","480","558","107834","5766","3 ","4","","2017","0","327","150","041","18C041","WE ARE A SEASONAL TOURIST RAILROAD","","","34","",
"YSRR","17","11","18","FAYETTE             ","0","0","0","368","1353","0","0","3 ","4","","2017","368","0","0","041","18C041","","","","0","",
"CSS ","17","12","18","LA PORTE            ","0","0","0","7400","11649","0","0","3 ","4","","2017","7400","0","0","091","18C091","","","","0","",
"OVR ","17","12","18","VANDERBURGH         ","0","0","1","1","0","0","0","3 ","4","","2017","0","0","0","163","18C163","","","","0","",
"LMIC","17","11","18","PORTER              ","0","0","9600","9600","4759","0","0","3 ","4","","2017","0","0","0","127","18C127","","","","0","",
"LNAL","17","11","18","HARRISON            ","0","0","39","139","372","0","0","3 ","4","","2017","100","0","0","061","18C061","","","","0","",
"LSIZ","17","11","18","PUTNAM              ","0","0","93","93","578","0","0","3 ","4","","2017","0","0","0","133","18C133","","","","0","",
"WBCR","17","12","18","WELLS               ","0","0","2778","2778","463","0","0","3 ","4","","2017","0","0","0","179","18C179","","","","0","",
"BFT ","17","12","18","FAYETTE             ","0","0","1494","1494","249","0","0","3 ","4","","2017","0","0","0","041","18C041","","","","0","",
