"RAILROAD","IYR","IMO","STATE","COUNTY","LOCOMI","MTMI","ysmi","TOTMI","EMPHRS","PASSMI","REVPASS","TYPRR","REGION","DUMMY","YEAR4","FRTRNMI","PASTRNMI","OTHERMI","CNTYCD","STCNTY","NARR1","NARR2","NARR3","NARRLEN",DUMMY1
"WCRL","18","09","10","NEW CASTLE          ","0","0","3","99","214","3904","244","3 ","2","","2018","0","96","0","003","10C003","","","","0","",
"WWRC","18","06","10","NEW CASTLE          ","0","0","23","260","1766","19747","2067","3 ","2","","2018","0","237","0","003","10C003","","","","0","",
"MRMZ","18","06","17","PIATT               ","0","0","10","338","0","15104","1888","3 ","4","","2018","0","328","0","147","17C147","ALL WORK PERFORMED BY MONTICELLO RAILWAY MUSEUM VOLUNTEERS.","","","59","",
"FSR ","18","03","17","PEORIA              ","0","0","352","913","1858","0","0","3 ","4","","2018","561","0","0","143","17C143","","","","0","",
"GCW ","18","03","17","PEORIA              ","0","0","91","125","486","0","0","3 ","4","","2018","34","0","0","143","17C143","","","","0","",
"KRRC","18","12","17","ST CLAIR            ","0","0","0","616","465","0","0","3 ","4","","2018","616","0","0","163","17C163","","","","0","",
"NIRC","18","11","17","COOK                ","0","0","8097","316408","479928","59997428","2675057","6 ","4","","2018","0","308311","0","031","17C031","","","","0","",
"LFIZ","18","11","17","MONTGOMERY          ","0","0","0","0","0","0","0","6 ","4","","2018","0","0","0","135","17C135","","","","0","",
"CERR","18","11","17","COOK                ","0","0","2714","2714","576","0","0","3 ","4","","2018","0","0","0","031","17C031","","","","0","",
"ALS ","18","11","17","ST CLAIR            ","0","0","76772","76772","54080","0","0","6 ","4","","2018","0","0","0","163","17C163","","","","0","",
"RBRM","18","11","17","COOK                ","0","0","135","135","109","0","0","3 ","4","","2018","0","0","0","031","17C031","","","","0","",
"TSWS","18","09","17","WILL                ","0","0","25944","30264","16222","0","0","3 ","4","","2018","0","0","4320","197","17C197","","","","0","",
"CPC ","18","09","17","COOK                ","0","0","38","38","100","0","0","3 ","4","","2018","0","0","0","031","17C031","CHICAGO PORT RAILROAD (CPC), IS PRIMARILY A RAIL TO/FROM TRUCK AND WATER TRANSFER/TRANSLOAD FACILITY",". CARS ARE SET ON THE PROPERTY BY CHICAGO RAIL LINK (CRL) THROUGH A TRACKAGE RIGHTS AGREEMENT. MOVEM","ENT OF CARS IS ACCOMPLISHED WITH CONTRACT LABOR.","248","",
"ILW ","18","09","17","BOND                ","0","0","0","0","0","0","0","6 ","4","","2018","0","0","0","005","17C005","","","","0","",
"CCUO","18","09","17","MCHENRY             ","0","0","0","0","0","0","0","3 ","4","","2018","0","0","0","111","17C111","","","","0","",
"CJR ","18","09","17","COOK                ","0","0","0","518","1160","0","0","3 ","4","","2018","518","0","0","031","17C031","","","","0","",
"PHRR","18","09","17","MADISON             ","0","0","180","180","682","0","0","3 ","4","","2018","0","0","0","119","17C119","","","","0","",
"DSNG","18","12","08","LA PLATA            ","0","0","5","1786","21700","447662","27485","3 ","6","","2018","0","1766","15","067","08C067","STATISTICS INCREASE WITH POLAR EXPRESS EVENT","","","44","",
"GLRX","18","12","08","CLEAR CREEK         ","0","0","10","17","1873","230629","32947","3 ","6","","2018","0","7","0","019","08C019","","","","0","",
"CTSR","18","12","08","CONEJOS             ","0","0","0","212","247","43716","4387","3 ","6","","2018","0","212","0","021","08C021","WE RAN A FEW CHRISTMAS PASSENGER CHRISTMAS TRAINS AND HAD A GOOD TURNOUT","","","72","",
"CTSR","18","11","08","CONEJOS             ","0","0","0","316","181","12800","200","3 ","6","","2018","252","64","0","021","08C021","RUN MAINTENANCE TRAINS AND ONE PASSENGER TRAIN ","","","46","",
"DRIR","18","11","08","ADAMS               ","0","0","176","176","1354","0","0","3 ","6","","2018","0","0","0","001","08C001","","","","0","",
"DSNG","18","08","08","LA PLATA            ","0","0","5","3638","25281","1140931","25177","3 ","6","","2018","0","3466","167","067","08C067","STATISTICS DECREASED WITH THE REDUCED SERVICE BETWEEN ROCKWOOD AND SILVERTON DUE TO FLOODING ON HERM","OSA HILL.","","109","",
"DRIR","18","03","08","ADAMS               ","0","0","149","149","1147","0","0","3 ","6","","2018","0","0","0","001","08C001","","","","0","",
"CTSR","18","08","08","CONEJOS             ","0","0","0","4585","3268","438280","7767","3 ","6","","2018","188","4397","0","021","08C021","GREAT MONTH LOTS OF PASSENGERS","","","30","",
"DRIR","18","08","08","ADAMS               ","0","0","152","152","1169","0","0","3 ","6","","2018","0","0","0","001","08C001","","","","0","",
"DSNG","18","03","08","LA PLATA            ","0","0","3","1287","17758","248560","4780","3 ","6","","2018","0","1248","36","067","08C067","INCREASE IN PASSENGER STATISTICS DUE TO MORE TRIPS BEING ADDED TO THE SCHEDULE.","","","79","",
"BLRX","18","01","13","FANNIN              ","0","0","0","0","276","0","0","3 ","3","","2018","0","0","0","111","13C111","","","","0","",
"GWR ","18","11","08","LARIMER             ","0","0","1154","6619","6547","0","0","3 ","6","","2018","5465","0","0","069","08C069","","","","0","",
"RRRR","18","10","08","FREMONT             ","0","0","0","2240","813","0","0","3 ","6","","2018","2240","0","0","043","08C043","DECREASE IN BUSINESS","","","20","",
"NS  ","18","02","13","FULTON              ","0","0","1009248","7128671","3974719","0","0","1 ","3","","2018","6119423","0","0","121","13C121","","","","0","",
"HRSX","18","09","15","HONOLULU            ","0","0","0","384","806","40664","4037","3 ","7","","2018","0","384","0","003","15C003","THE HAWAIIAN RAILWAY SOCIETY OFFERS 45 MINUTE AND 90 MINUTE RIDES. ON SATURDAY, THERE IS ONE 90 MINU","TE RIDE. ON SUNDAY THERE ARE TWO 90 MINUTE RIDES. 7 DAYS A WEEK, THE TRAIN IS AVAILABLE FOR A CHARTE","R RIDE (EITHER 45 OR 90 MINUTES) FOR GROUPS, SCHOO","250","",
"HRSX","18","07","15","HONOLULU            ","0","0","0","373","665","43194","3968","3 ","7","","2018","0","373","0","003","15C003","THE HAWAIIAN RAILWAY SOCIETY OFFERS 45 MINUTE AND 90 MINUTE RIDES. ON SATURDAY, THERE IS ONE 90 MINU","TE RIDE. ON SUNDAY THERE ARE TWO 90 MINUTE RIDES. 7 DAYS A WEEK, THE TRAIN IS AVAILABLE FOR A CHARTE","R RIDE (EITHER 45 OR 90 MINUTES) FOR GROUPS, SCHOO","250","",
"HRSX","18","12","15","HONOLULU            ","0","0","0","364","712","47203","3631","3 ","7","","2018","0","364","0","003","15C003","THE HAWAIIAN RAILWAY SOCIETY OFFERS 45 MINUTE AND 90 MINUTE RIDES. ON SATURDAY, THERE IS ONE 90 MINU","TE RIDE. ON SUNDAY THERE ARE TWO 90 MINUTE RIDES. 7 DAYS A WEEK, THE TRAIN IS AVAILABLE FOR A CHARTE","R RIDE (EITHER 45 OR 90 MINUTES) FOR GROUPS, SCHOO","250","",
"HRSX","18","11","15","HONOLULU            ","0","0","0","247","722","21099","1623","3 ","7","","2018","0","247","0","003","15C003","THE HAWAIIAN RAILWAY SOCIETY OFFERS 45 MINUTE AND 90 MINUTE RIDES. ON SATURDAY, THERE IS ONE 90 MINU","TE RIDE. ON SUNDAY THERE ARE TWO 90 MINUTE RIDES. 7 DAYS A WEEK, THE TRAIN IS AVAILABLE FOR A CHARTE","R RIDE (EITHER 45 OR 90 MINUTES) FOR GROUPS, SCHOO","250","",
"HRSX","18","08","15","HONOLULU            ","0","0","0","319","613","38792","4033","3 ","7","","2018","0","319","0","003","15C003","THE HAWAIIAN RAILWAY SOCIETY OFFERS 45 MINUTE AND 90 MINUTE RIDES. ON SATURDAY, THERE IS ONE 90 MINU","TE RIDE. ON SUNDAY THERE ARE TWO 90 MINUTE RIDES. 7 DAYS A WEEK, THE TRAIN IS AVAILABLE FOR A CHARTE","R RIDE (EITHER 45 OR 90 MINUTES) FOR GROUPS, SCHOO","250","",
"HRSX","18","10","15","HONOLULU            ","0","0","0","310","752","30380","3932","3 ","7","","2018","0","310","0","003","15C003","THE HAWAIIAN RAILWAY SOCIETY OFFERS 45 MINUTE AND 90 MINUTE RIDES. ON SATURDAY, THERE IS ONE 90 MINU","TE RIDE. ON SUNDAY THERE ARE TWO 90 MINUTE RIDES. 7 DAYS A WEEK, THE TRAIN IS AVAILABLE FOR A CHARTE","R RIDE (EITHER 45 OR 90 MINUTES) FOR GROUPS, SCHOO","250","",
"HRSX","18","02","15","HONOLULU            ","0","0","0","297","592","23713","1845","3 ","7","","2018","0","297","0","003","15C003","THE HAWAIIAN RAILWAY SOCIETY OFFERS 45 MINUTE AND 90 MINUTE RIDES. ON SATURDAY, THERE IS ONE 90 MINU","TE RIDE. ON SUNDAY THERE ARE TWO 90 MINUTE RIDES. 7 DAYS A WEEK, THE TRAIN IS AVAILABLE FOR A CHARTE","R RIDE (EITHER 45 OR 90 MINUTES) FOR GROUPS, SCHOO","250","",
"HRSX","18","06","15","HONOLULU            ","0","0","0","286","532","33501","2577","3 ","7","","2018","0","286","0","003","15C003","THE HAWAIIAN RAILWAY SOCIETY OFFERS 45 MINUTE AND 90 MINUTE RIDES. ON SATURDAY, THERE IS ONE 90 MINU","TE RIDE. ON SUNDAY THERE ARE TWO 90 MINUTE RIDES. 7 DAYS A WEEK, THE TRAIN IS AVAILABLE FOR A CHARTE","R RIDE (EITHER 45 OR 90 MINUTES) FOR GROUPS, SCHOO","250","",
"HRSX","18","05","15","HONOLULU            ","0","0","0","278","572","27802","2194","3 ","7","","2018","0","278","0","003","15C003","THE HAWAIIAN RAILWAY SOCIETY OFFERS 45 MINUTE AND 90 MINUTE RIDES. ON SATURDAY, THERE IS ONE 90 MINU","TE RIDE. ON SUNDAY THERE ARE TWO 90 MINUTE RIDES. 7 DAYS A WEEK, THE TRAIN IS AVAILABLE FOR A CHARTE","R RIDE (EITHER 45 OR 90 MINUTES) FOR GROUPS, SCHOO","250","",
"CFRC","18","08","12","SEMINOLE            ","0","0","69","44520","650","2358295","134333","6 ","3","","2018","0","44451","0","117","12C117","CFRC IS A COMMUTER SERVICE IN THE MIDDLE OF FLORIDA. FOR THE MONTH OF AUGUST CFRC HAD 2 TRESPASSER S","TRIKES. THERE ARE 4 RAILROAD EMPLOYESS ALL OTHER PERSONELL WORKING ON THE PROJECT ARE CONTRACTED EMP","LOYEES.","207","",
"SGLR","18","10","12","LEE                 ","0","0","168","2796","10323","69876","1941","3 ","3","","2018","2052","576","0","071","12C071","NUMBER OF PASSENGERS TRANSPORTED AND PASSENGER MILES REMAINED THE SAME AS SEPT 2018 NUMBERS. PASSENG","ER TRAIN DID NOT OPERATE FOR 4 DAYS DUE TO PASSENGER CAR REHABILITATION. 2 NONFATAL RAILROAD EMPLOYE","E INJURIES OCCURED DURING OCTOBER 2018. ","239","",
"TNHR","18","10","12","DUVAL               ","0","0","0","851","477","0","0","3 ","3","","2018","851","0","0","031","12C031","FREIGHT TRAIN MILES ARE LOW DUE TO LACK OF AVAILABILITY OF ADEQUATE CARS AND CUSTOMER BEING `DOWN`FO","R MAINTENANCE FOR MORE THAN TWO WEEKS. ","","138","",
"MNBR","18","10","12","DUVAL               ","0","0","210","4310","6871","0","0","3 ","3","","2018","4100","0","0","031","12C031","THE RAILROAD WORKER HOURS ARE CORRECT. 
THE VALUE IS HIGH DUE TO THREE PAY PERIODS FALLING WITHIN T","HE MONTH.","","109","",
"LDRR","18","10","12","DUVAL               ","0","0","1300","7218","8910","0","0","3 ","3","","2018","5918","0","0","031","12C031","THE RAILROAD WORKER HOURS ARE CORRECT.
THE VALUE IS HIGH DUE TO THREE PAY PERIODS FALLING WITHIN TH","E MONTH. ","","108","",
"KWT ","18","10","12","DUVAL               ","0","0","45","1260","1037","0","0","3 ","3","","2018","1215","0","0","031","12C031","","","","0","",
"PRY ","18","09","17","PEORIA              ","0","0","0","0","0","0","0","6 ","4","","2018","0","0","0","143","17C143","NO SERVICE REQUIRED THIS MONTH. NO BUSINESS","","","43","",
"RVPR","18","09","17","CARROLL             ","0","0","1023","1023","1195","0","0","3 ","4","","2018","0","0","0","015","17C015","","","","0","",
"ALS ","18","08","17","ST CLAIR            ","0","0","80214","80214","58043","0","0","6 ","4","","2018","0","0","0","163","17C163","","","","0","",
"ALS ","18","09","17","ST CLAIR            ","0","0","78574","78574","53927","0","0","6 ","4","","2018","0","0","0","163","17C163","","","","0","",
"WWRC","18","10","10","NEW CASTLE          ","0","0","29","399","2464","53627","4972","3 ","2","","2018","0","370","0","003","10C003","","","","0","",
"WCRL","18","10","10","NEW CASTLE          ","0","0","4","260","177","18448","1153","3 ","2","","2018","0","256","0","003","10C003","","","","0","",
"VRRC","18","06","17","PEORIA              ","0","0","0","0","42","0","0","3 ","4","","2018","0","0","0","143","17C143","OPERATES AS NEEDED. ACCURATE AS REPORTED.","","","41","",
"COER","18","02","17","WILLIAMSON          ","0","0","0","168","313","0","0","3 ","4","","2018","168","0","0","199","17C199","","","","0","",
"JERX","18","06","17","MASSAC              ","0","0","0","150","0","0","0","3 ","4","","2018","150","0","0","127","17C127","","","","0","",
"LFIZ","18","08","17","MONTGOMERY          ","0","0","0","0","0","0","0","6 ","4","","2018","0","0","0","135","17C135","","","","0","",
"BRC ","18","09","17","COOK                ","0","0","32175","32205","67332","0","0","3 ","4","","2018","30","0","0","031","17C031","","","","0","",
"JERX","18","08","17","MASSAC              ","0","0","0","150","0","0","0","3 ","4","","2018","150","0","0","127","17C127","","","","0","",
"IRYM","18","07","17","MCHENRY             ","0","0","45","595","0","254790","25479","3 ","4","","2018","0","550","0","111","17C111","HELD DOWT EVENT OVER TWO WEEKENDS","","","33","",
"IR  ","18","09","17","LA SALLE            ","0","0","780","6180","10499","0","0","3 ","4","","2018","5400","0","0","099","17C099","","","","0","",
"STR ","18","08","17","PEORIA              ","0","0","0","0","0","0","0","6 ","4","","2018","0","0","0","143","17C143","NO SERVICE REQUIRED THIS MONTH. NO BUSINESS. ","","","44","",
"VRRC","18","08","17","PEORIA              ","0","0","0","0","33","0","0","3 ","4","","2018","0","0","0","143","17C143","OPERATES AS NEEDED. ACCURATE AS REPORTED. ","","","41","",
"IR  ","18","06","17","LA SALLE            ","0","0","780","6180","10518","0","0","3 ","4","","2018","5400","0","0","099","17C099","","","","0","",
"IR  ","18","07","17","LA SALLE            ","0","0","795","6245","10825","0","0","3 ","4","","2018","5450","0","0","099","17C099","","","","0","",
"GS  ","18","02","17","PEORIA              ","0","0","39","1183","1684","0","0","3 ","4","","2018","1144","0","0","143","17C143","","","","0","",
"NS  ","18","03","13","JEFFERSON           ","0","0","1098204","7973402","4439474","0","0","1 ","3","","2018","6875198","0","0","163","13C163","","","","0","",
"EFRR","18","08","17","EFFINGHAM           ","0","0","3492","3492","582","0","0","3 ","4","","2018","0","0","0","049","17C049","","","","0","",
"PRY ","18","08","17","PEORIA              ","0","0","0","0","0","0","0","6 ","4","","2018","0","0","0","143","17C143","NO SERVICE REQUIRED THIS MONTH. NO BUSINESS","","","43","",
"PHRR","18","05","17","MADISON             ","0","0","291","291","957","0","0","3 ","4","","2018","0","0","0","119","17C119","","","","0","",
"PRY ","18","05","17","PEORIA              ","0","0","0","0","0","0","0","6 ","4","","2018","0","0","0","143","17C143","NO SERVICE REQUIRED THIS MONTH. NO BUSINESS.","","","44","",
"FCRD","18","03","12","DUVAL               ","0","0","3594","4691","3408","0","0","3 ","3","","2018","1097","0","0","031","12C031","INCREASED SWITCHING MILEAGE DUE TO LONGER MONTH AND INCREASED WORKLOAD FROM CUSTOMER.","","","85","",
"GC  ","18","03","12","DUVAL               ","0","0","2880","10120","6684","0","0","3 ","3","","2018","7240","0","0","031","12C031","INCREASED SWITCHING MILEAGE DUE TO LONGER MONTH AND MORE JOBS.","","","62","",
"GIMY","18","03","12","DUVAL               ","0","0","8556","9085","7167","0","0","3 ","3","","2018","529","0","0","031","12C031","","","","0","",
"GITM","18","03","12","DUVAL               ","0","0","1728","2378","1096","0","0","3 ","3","","2018","650","0","0","031","12C031","","","","0","",
"GSWY","18","03","12","DUVAL               ","0","0","624","1034","1548","0","0","3 ","3","","2018","410","0","0","031","12C031","","","","0","",
"GVSR","18","03","12","DUVAL               ","0","0","1746","1746","1606","0","0","3 ","3","","2018","0","0","0","031","12C031","","","","0","",
"HOG ","18","03","12","DUVAL               ","0","0","325","1675","2322","0","0","3 ","3","","2018","1350","0","0","031","12C031","INCREASED FREIGHT MILEAGE DUE TO INCREASED FREIGHT VOLUME AND ADDITIONAL TRAINS RUN.","","","84","",
"MMID","18","03","12","DUVAL               ","0","0","0","2106","2243","0","0","3 ","3","","2018","2106","0","0","031","12C031","","","","0","",
"NCVA","18","03","12","DUVAL               ","0","0","0","3186","4167","0","0","3 ","3","","2018","3186","0","0","031","12C031","WORKER HOURS ARE REPORTED BY PAYROLL AND ARE CORRECT. ","","","53","",
"PCN ","18","03","12","DUVAL               ","0","0","432","648","188","0","0","3 ","3","","2018","216","0","0","031","12C031","","","","0","",
"PGBX","18","03","12","DUVAL               ","0","0","1651","1651","894","0","0","3 ","3","","2018","0","0","0","031","12C031","","","","0","",
"RALI","18","03","12","DUVAL               ","0","0","1688","1688","683","0","0","3 ","3","","2018","0","0","0","031","12C031","","","","0","",
"RLST","18","03","12","DUVAL               ","0","0","676","676","427","0","0","3 ","3","","2018","0","0","0","031","12C031","","","","0","",
"RSOR","18","03","12","DUVAL               ","0","0","44","576","1113","0","0","3 ","3","","2018","532","0","0","031","12C031","","","","0","",
"RSS ","18","03","12","DUVAL               ","0","0","0","0","228","0","0","3 ","3","","2018","0","0","0","031","12C031","NO TRAINS RUN DURING MONTH OF MARCH","","","35","",
"SAPT","18","03","12","DUVAL               ","0","0","5326","5326","4614","0","0","3 ","3","","2018","0","0","0","031","12C031","","","","0","",
"SCRF","18","03","12","DUVAL               ","0","0","1638","3674","2839","0","0","3 ","3","","2018","2036","0","0","031","12C031","WORKER HOURS ARE REPORTED BY PAYROLL AND ARE CORRECT. ","","","53","",
"WTRY","18","03","12","DUVAL               ","0","0","3249","3249","1675","0","0","3 ","3","","2018","0","0","0","031","12C031","","","","0","",
"CERR","18","09","17","COOK                ","0","0","3192","3192","664","0","0","3 ","4","","2018","0","0","0","031","17C031","","","","0","",
"SMV ","18","12","06","SANTA BARBARA       ","0","0","0","247","1141","0","0","3 ","7","","2018","247","0","0","083","06C083","","","","0","",
"MAUP","18","11","12","MANATEE             ","0","0","968","968","512","0","0","3 ","3","","2018","0","0","0","081","12C081","","","","0","",
"EARY","18","10","12","DUVAL               ","0","0","357","943","2519","0","0","3 ","3","","2018","586","0","0","031","12C031","","","","0","",
"CCHA","18","10","12","DUVAL               ","0","0","732","2174","4579","0","0","3 ","3","","2018","1442","0","0","031","12C031","THE RAILROAD WORKER HOURS ARE CORRECT. 
THE VALUE IS HIGH DUE TO THREE PAY PERIODS FALLING WITHIN T","HE MONTH. ","","109","",
"CCKY","18","10","12","DUVAL               ","0","0","69","969","1082","0","0","3 ","3","","2018","900","0","0","031","12C031","","","","0","",
"SCXF","18","11","12","HENDRY              ","0","0","1371","5921","14641","0","0","3 ","3","","2018","4550","0","0","051","12C051","","","","0","",
"PGBX","18","10","12","DUVAL               ","0","0","2509","2509","587","0","0","3 ","3","","2018","0","0","0","031","12C031","INCREASE IN INDUSTRY TRAFFIC INCREASED SWITCHING MILEAGE","","","56","",
"CHAT","18","10","12","DUVAL               ","0","0","0","0","0","0","0","3 ","3","","2018","0","0","0","031","12C031","MAN HOURS, FREIGHT TRAIN MILES AND YARD SWITCHING MILES HAVE BEEN INCLUDED IN THE RAILROAD INJURY AN","D ILLNESS SUMMARY FOR THE BAY LINE RAILROAD (BAYL)","","150","",
"VR  ","18","10","12","DUVAL               ","0","0","1116","1736","1492","0","0","3 ","3","","2018","620","0","0","031","12C031","","","","0","",
"ONWX","18","10","12","LAKE                ","0","0","81","1126","580","39090","3501","","3","","2018","0","1045","0","069","12C069","","","","0","",
"AN  ","18","10","12","DUVAL               ","0","0","72","224","0","0","0","3 ","3","","2018","152","0","0","031","12C031","","","","0","",
"AGR ","18","10","12","DUVAL               ","0","0","9213","40590","15916","0","0","3 ","3","","2018","31377","0","0","031","12C031","","","","0","",
"CSX ","18","10","12","DUVAL               ","0","0","894858","6427686","3559799","0","0","1 ","3","","2018","5532828","0","0","031","12C031","","","","0","",
"BAYL","18","10","12","DUVAL               ","0","0","2073","4301","10383","0","0","3 ","3","","2018","2228","0","0","031","12C031","THE RAILROAD WORKER HOURS ARE CORRECT. THE VALUE IS HIGH DUE TO THREE PAY PERIODS FALLING WITHIN THE"," MONTH.","","107","",
"BCLR","18","10","12","LEE                 ","0","0","0","176","466","0","0","3 ","3","","2018","176","0","0","071","12C071","","","","0","",
"GSWR","18","10","12","DUVAL               ","0","0","2904","7676","4912","0","0","3 ","3","","2018","4772","0","0","031","12C031","THE RAILROAD WORKER HOURS ARE CORRECT.
THE VALUE IS HIGH DUE TO THREE PAY PERIODS FALLING WITHIN TH","E MONTH. ","","108","",
"HAL ","18","10","12","DUVAL               ","0","0","880","3080","895","0","0","3 ","3","","2018","2200","0","0","031","12C031","","","","0","",
"SFRV","18","10","12","BROWARD             ","0","0","3869","102636","19166","10218331","397422","6 ","3","","2018","0","98767","0","011","12C011","","","","0","",
"AGCR","18","10","12","DUVAL               ","0","0","0","0","0","0","0","6 ","3","","2018","0","0","0","031","12C031","","","","0","",
"ATW ","18","10","12","DUVAL               ","0","0","558","1255","986","0","0","3 ","3","","2018","697","0","0","031","12C031","","","","0","",
"CA  ","18","10","12","DUVAL               ","0","0","0","730","462","0","0","3 ","3","","2018","730","0","0","031","12C031","INCREASED CAR LOADS AND LOCOMOTIVE MOVE FOR INSPECTIONS INCREASED FREIGHT MILEAGE","","","81","",
"CCPN","18","10","12","DUVAL               ","0","0","3897","3897","2692","0","0","3 ","3","","2018","0","0","0","031","12C031","WORKER HOURS ARE REPORTED BY PAYROLL AND ARE CORRECT. ","","","53","",
"CPDR","18","10","12","DUVAL               ","0","0","2328","4132","1868","0","0","3 ","3","","2018","1804","0","0","031","12C031","WORKER HOURS ARE REPORTED BY PAYROLL AND ARE CORRECT. ","","","53","",
"CWRY","18","10","12","DUVAL               ","0","0","189","3769","1632","0","0","3 ","3","","2018","3580","0","0","031","12C031","","","","0","",
"ETRY","18","10","12","DUVAL               ","0","0","168","168","472","0","0","3 ","3","","2018","0","0","0","031","12C031","","","","0","",
"LXVR","18","10","12","DUVAL               ","0","0","864","2456","1484","0","0","3 ","3","","2018","1592","0","0","031","12C031","","","","0","",
"MAUP","18","10","12","MANATEE             ","0","0","752","752","488","0","0","3 ","3","","2018","0","0","0","081","12C081","","","","0","",
"EARY","18","12","12","DUVAL               ","0","0","323","687","2441","0","0","3 ","3","","2018","364","0","0","031","12C031","","","","0","",
"BLF ","18","12","12","PALM BEACH          ","0","0","5","98079","53000","3548831","98074","","3","","2018","0","98074","0","099","12C099","AMENDED:  IN THE MONTH OF DECEMBER BLF RAN  CHARTER TRAINS FOR THE POLAR EXPRESS WHICH RESULTED IN R","IDERSHIP INCREASE.  THIS IS WHY BLF'S NUMBERS FOR DECEMBER ARE  SIGNIFICANTLY HIGHER.","","185","",
"FNOR","18","12","12","ORANGE              ","0","0","548","1268","1391","0","0","3 ","3","","2018","720","0","0","095","12C095","","","","0","",
"FGC ","18","12","12","MANATEE             ","0","0","0","468","780","151671","11667","3 ","3","","2018","0","312","156","081","12C081","ITEM 14 - 156 DH MILES WILLOW TO PARRISH AND RETURN
NORTH POLE EXPRESS 12/1-2, 6-9, 13-17
SCHOOL C","HARTER 12/12.","","113","",
"WGCR","18","12","12","DUVAL               ","0","0","0","607","504","0","0","3 ","3","","2018","607","0","0","031","12C031","","","","0","",
"TNHR","18","12","12","DUVAL               ","0","0","0","871","482","0","0","3 ","3","","2018","871","0","0","031","12C031","FREIGHT TRAIN MILES ARE LOW DUE TO LACK OF AVAILABILITY OF ADEQUATE CARS AND CUSTOMER BEING `DOWN` F","OR MAINTENANCE FOR MORE THAN TWO WEEKS. ","","139","",
"VR  ","18","12","12","DUVAL               ","0","0","1116","1736","1104","0","0","3 ","3","","2018","620","0","0","031","12C031","","","","0","",
"FMID","18","03","12","ORANGE              ","0","0","816","1176","571","0","0","3 ","3","","2018","360","0","0","095","12C095","","","","0","",
"FNOR","18","03","12","ORANGE              ","0","0","406","1144","1477","0","0","3 ","3","","2018","738","0","0","095","12C095","","","","0","",
"WGCR","18","02","12","DUVAL               ","0","0","0","477","363","0","0","3 ","3","","2018","477","0","0","031","12C031","","","","0","",
"WKRL","18","02","12","DUVAL               ","0","0","0","0","0","0","0","6 ","3","","2018","0","0","0","031","12C031","","","","0","",
"AGCR","18","12","12","DUVAL               ","0","0","0","0","0","0","0","6 ","3","","2018","0","0","0","031","12C031","","","","0","",
"ATW ","18","12","12","DUVAL               ","0","0","591","1275","519","0","0","3 ","3","","2018","684","0","0","031","12C031","","","","0","",
"CA  ","18","12","12","DUVAL               ","0","0","0","637","387","0","0","3 ","3","","2018","637","0","0","031","12C031","","","","0","",
"RSS ","18","10","12","DUVAL               ","0","0","0","0","0","0","0","3 ","3","","2018","0","0","0","031","12C031","WORKER HOURS ARE REPORTED BY PAYROLL AND ARE CORRECT. ","","","53","",
"SAPT","18","10","12","DUVAL               ","0","0","6307","6307","4504","0","0","3 ","3","","2018","0","0","0","031","12C031","INCREASE IN TRAFFIC INCREASED SWITCHING MILEAGE","","","47","",
"SCRF","18","10","12","DUVAL               ","0","0","1968","4153","2179","0","0","3 ","3","","2018","2185","0","0","031","12C031","NEW CUSTOMER AND REGULAR TRAFFIC RESUMED POST-HURRICANE INCREASED FREIGHT AND SWITCHING MILEAGE. WOR","KER HOURS ARE REPORTED BY PAYROLL AND ARE CORRECT. ","","150","",
"WTRY","18","10","12","DUVAL               ","0","0","4328","4328","2326","0","0","3 ","3","","2018","0","0","0","031","12C031","INCREASE IN SWITCHING MILEAGE DUE TO REGULAR TRAFFICE RESUMING POST-HURRICANE. WORKER HOURS ARE REPO","RTED BY PAYROLL AND ARE CORRECT. ","","132","",
"GS  ","18","05","17","PEORIA              ","0","0","44","1339","1941","0","0","3 ","4","","2018","1295","0","0","143","17C143","","","","0","",
"FSR ","18","05","17","PEORIA              ","0","0","383","948","1981","0","0","3 ","4","","2018","565","0","0","143","17C143","","","","0","",
"GCW ","18","05","17","PEORIA              ","0","0","113","114","368","0","0","3 ","4","","2018","1","0","0","143","17C143","","","","0","",
"EFRR","18","05","17","EFFINGHAM           ","0","0","3318","3318","553","0","0","3 ","4","","2018","0","0","0","049","17C049","","","","0","",
"EIRC","18","05","17","COLES               ","0","0","0","638","1236","0","0","3 ","4","","2018","638","0","0","029","17C029","","","","0","",
"DT  ","18","05","17","PEORIA              ","0","0","37","377","251","0","0","3 ","4","","2018","340","0","0","143","17C143","OPERATES AS NEEDED","","","18","",
"WWRC","18","04","10","NEW CASTLE          ","0","0","15","178","1240","10033","840","3 ","2","","2018","0","163","0","003","10C003","","","","0","",
"AGCR","18","09","12","DUVAL               ","0","0","0","0","0","0","0","6 ","3","","2018","0","0","0","031","12C031","","","","0","",
"ATW ","18","09","12","DUVAL               ","0","0","534","1199","562","0","0","3 ","3","","2018","665","0","0","031","12C031","","","","0","",
"CA  ","18","09","12","DUVAL               ","0","0","0","449","666","0","0","3 ","3","","2018","449","0","0","031","12C031","MILEAGE DOWN DUE TO EXTREME WEATHER AND HOLIDAY SCHEDULE.","","","57","",
"CCPN","18","09","12","DUVAL               ","0","0","3953","3953","3715","0","0","3 ","3","","2018","0","0","0","031","12C031","DECREASE IN SWITCHING MILEAGE DOWN DUE TO LESS TRAFFIC AND HOLIDAY SCHEDULE. WORKER HOURS REPORTED B","Y PAYROLL AND ARE CORRECT.","","126","",
