"RAILROAD","IYR","IMO","STATE","COUNTY","LOCOMI","MTMI","ysmi","TOTMI","EMPHRS","PASSMI","REVPASS","TYPRR","REGION","DUMMY","YEAR4","FRTRNMI","PASTRNMI","OTHERMI","CNTYCD","STCNTY","NARR1","NARR2","NARR3","NARRLEN",DUMMY1
"MAUP","19","05","12","MANATEE             ","0","0","204","204","472","0","0","3 ","3","","2019","0","0","0","081","12C081","","","","0","",
"FEC ","19","05","12","DUVAL               ","0","0","55866","178418","111071","0","0","2 ","3","","2019","122552","0","0","031","12C031","","","","0","",
"AGCR","19","03","12","DUVAL               ","0","0","0","0","0","0","0","6 ","3","","2019","0","0","0","031","12C031","","","","0","",
"ATW ","19","03","12","DUVAL               ","0","0","492","1107","684","0","0","3 ","3","","2019","615","0","0","031","12C031","","","","0","",
"CA  ","19","03","12","DUVAL               ","0","0","0","682","780","0","0","3 ","3","","2019","682","0","0","031","12C031","","","","0","",
"CCPN","19","03","12","DUVAL               ","0","0","4787","4787","3483","0","0","3 ","3","","2019","0","0","0","031","12C031","WORKER HOURS ARE REPORTED BY PAYROLL AND ARE CORRECT. ","","","53","",
"CPDR","19","03","12","DUVAL               ","0","0","1944","3618","1924","0","0","3 ","3","","2019","1674","0","0","031","12C031","","","","0","",
"CWRY","19","03","12","DUVAL               ","0","0","219","3929","2298","0","0","3 ","3","","2019","3710","0","0","031","12C031","WORKER HOURS ARE REPORTED BY PAYROLL AND ARE CORRECT. ","","","53","",
"ETRY","19","03","12","DUVAL               ","0","0","168","168","328","0","0","3 ","3","","2019","0","0","0","031","12C031","","","","0","",
"FCRD","19","03","12","DUVAL               ","0","0","3990","5104","5005","0","0","3 ","3","","2019","1114","0","0","031","12C031","INCREASE IN SWITCHING MILEAGE DUE TO INCREASE IN TWO INDUSTRY BUSINESS TRAFFIC. WORKER HOURS ARE REP","ORTED BY PAYROLL AND ARE CORRECT. ","","133","",
"GC  ","19","03","12","DUVAL               ","0","0","3024","10626","7312","0","0","3 ","3","","2019","7602","0","0","031","12C031","WORKER HOURS ARE REPORTED BY PAYROLL AND ARE CORRECT. ","","","53","",
"ARZC","19","06","04","LA PAZ              ","0","0","20","13636","4549","0","0","3 ","7","","2019","13616","0","0","012","04C012","NO INJURIES OR ILLNESSES TO REPORT","","","34","",
"AZER","19","06","04","GILA                ","0","0","3597","8379","6175","0","0","3 ","7","","2019","4782","0","0","007","04C007","PLEASE SEE THE ATTACHED FORM 6180.55A","","","37","",
"CBRY","19","07","04","PINAL               ","0","0","0","7582","5691","0","0","3 ","7","","2019","7582","0","0","021","04C021","","","","0","",
"CNYX","19","01","12","VOLUSIA             ","0","0","345","345","15739","0","0","3 ","3","","2019","0","0","0","127","12C127","","","","0","",
"CFRC","19","01","12","SEMINOLE            ","0","0","63","41223","825","2091790","124779","6 ","3","","2019","0","41160","0","117","12C117","CFRC SUNRAIL OPERATION HAD 4 FRA REPORTABLE INCIDENCE FOR THE MONTH OF JANUARY 2019, 2 TRESPASSER ST","RIKE,1 CROSSING ACCIDENT AND 1 VEHICLE STRIKE ON THE ROW. THE RAILROAD HAS 5 RAILROAD EMPLOYEES REMA","INDER OF THE WORK FORCE IS CONTRACTED EMPLOYEES.","248","",
"MNBR","19","01","12","DUVAL               ","0","0","210","4310","4306","0","0","3 ","3","","2019","4100","0","0","031","12C031","","","","0","",
"BCLR","19","03","12","LEE                 ","0","0","0","160","450","0","0","3 ","3","","2019","160","0","0","071","12C071","","","","0","",
"GS  ","19","02","17","PEORIA              ","0","0","40","1094","1984","0","0","3 ","4","","2019","1054","0","0","143","17C143","","","","0","",
"DT  ","19","07","17","PEORIA              ","0","0","18","162","317","0","0","3 ","4","","2019","144","0","0","143","17C143","","","","0","",
"KJRY","19","07","17","PEORIA              ","0","0","551","2026","2906","0","0","3 ","4","","2019","1475","0","0","143","17C143","","","","0","",
"CERR","19","07","17","COOK                ","0","0","3238","3238","698","0","0","3 ","4","","2019","0","0","0","031","17C031","","","","0","",
"ISW ","19","07","17","PEORIA              ","0","0","34","34","344","0","0","3 ","4","","2019","0","0","0","143","17C143","","","","0","",
"BLOL","19","06","17","FORD                ","0","0","0","520","1487","0","0","3 ","4","","2019","520","0","0","053","17C053","","","","0","",
"IATX","19","01","17","DU PAGE             ","0","0","2772","2772","6924","0","0","3 ","4","","2019","0","0","0","043","17C043","","","","0","",
"IATX","19","02","17","DU PAGE             ","0","0","18807","18807","6269","0","0","3 ","4","","2019","0","0","0","043","17C043","","","","0","",
"IATX","19","03","17","DU PAGE             ","0","0","20928","20928","6976","0","0","3 ","4","","2019","0","0","0","043","17C043","","","","0","",
"IATX","19","04","17","DU PAGE             ","0","0","20460","20460","6820","0","0","3 ","4","","2019","0","0","0","043","17C043","","","","0","",
"RNA ","19","07","17","PEORIA              ","0","0","18","390","704","0","0","3 ","4","","2019","372","0","0","143","17C143","","","","0","",
"IATX","19","05","17","DU PAGE             ","0","0","20097","20097","6699","0","0","3 ","4","","2019","0","0","0","043","17C043","","","","0","",
"IATX","19","06","17","DU PAGE             ","0","0","20304","20304","6768","0","0","3 ","4","","2019","0","0","0","043","17C043","","","","0","",
"IATX","19","07","17","DU PAGE             ","0","0","20670","20670","6890","0","0","3 ","4","","2019","0","0","0","043","17C043","","","","0","",
"ITSL","19","01","17","DU PAGE             ","0","0","37087","37087","12712","0","0","3 ","4","","2019","0","0","0","043","17C043","","","","0","",
"ITSL","19","02","17","DU PAGE             ","0","0","34201","34201","11715","0","0","3 ","4","","2019","0","0","0","043","17C043","","","","0","",
"GIMY","19","03","12","DUVAL               ","0","0","8556","9150","7967","0","0","3 ","3","","2019","594","0","0","031","12C031","INCREASE IN SWITCHING MILEAGE DUE TO MORE CREWS RUNNING MORE TRAFFIC. WORKER HOURS ARE REPORTED BY P","AYROLL AND ARE CORRECT.","","123","",
"GITM","19","03","12","DUVAL               ","0","0","1470","2016","898","0","0","3 ","3","","2019","546","0","0","031","12C031","","","","0","",
"GSWY","19","03","12","DUVAL               ","0","0","612","1022","2498","0","0","3 ","3","","2019","410","0","0","031","12C031","WORKER HOURS ARE REPORTED BY PAYROLL AND ARE CORRECT. ","","","53","",
"GVSR","19","03","12","DUVAL               ","0","0","1488","1488","1568","0","0","3 ","3","","2019","0","0","0","031","12C031","","","","0","",
"HOG ","19","03","12","DUVAL               ","0","0","400","1475","2466","0","0","3 ","3","","2019","1075","0","0","031","12C031","","","","0","",
"MMID","19","03","12","DUVAL               ","0","0","0","2150","2161","0","0","3 ","3","","2019","2150","0","0","031","12C031","","","","0","",
"NCVA","19","03","12","DUVAL               ","0","0","0","3608","4134","0","0","3 ","3","","2019","3608","0","0","031","12C031","","","","0","",
"PCN ","19","03","12","DUVAL               ","0","0","521","791","293","0","0","3 ","3","","2019","270","0","0","031","12C031","","","","0","",
"PGBX","19","03","12","DUVAL               ","0","0","1367","1367","861","0","0","3 ","3","","2019","0","0","0","031","12C031","","","","0","",
"RALI","19","03","12","DUVAL               ","0","0","1478","1478","1201","0","0","3 ","3","","2019","0","0","0","031","12C031","WORKER HOURS ARE REPORTED BY PAYROLL AND ARE CORRECT.","","","53","",
"RLST","19","03","12","DUVAL               ","0","0","671","671","591","0","0","3 ","3","","2019","0","0","0","031","12C031","","","","0","",
"RSOR","19","03","12","DUVAL               ","0","0","78","906","1051","0","0","3 ","3","","2019","828","0","0","031","12C031","","","","0","",
"SAPT","19","03","12","DUVAL               ","0","0","6480","6480","6552","0","0","3 ","3","","2019","0","0","0","031","12C031","INCREASE IN SWITCHING MILEAGE DUE TO MORE CUSTOMERS BEING SERVED IN MARCH THAN FEBRUARY. WORKER HOUR","S ARE REPORTED BY PAYROLL AND ARE CORRECT.","","142","",
"SCRF","19","03","12","DUVAL               ","0","0","1560","3578","3738","0","0","3 ","3","","2019","2018","0","0","031","12C031","WORKER HOURS ARE REPORTED BY PAYROLL AND ARE CORRECT.","","","53","",
"WTRY","19","03","12","DUVAL               ","0","0","3885","3885","1687","0","0","3 ","3","","2019","0","0","0","031","12C031","","","","0","",
"YRC ","19","03","12","DUVAL               ","0","0","2562","3108","5125","0","0","3 ","3","","2019","546","0","0","031","12C031","WORKER HOURS ARE REPORTED BY PAYROLL AND ARE CORRECT.","","","53","",
"ZIOF","19","03","12","DUVAL               ","0","0","4895","4895","9737","0","0","3 ","3","","2019","0","0","0","031","12C031","WORKER HOURS ARE REPORTED BY PAYROLL AND ARE CORRECT.","","","53","",
"PCBX","19","03","12","DUVAL               ","0","0","1331","1331","833","0","0","","3","","2019","0","0","0","031","12C031","RAIL LINK TOOK OVER OPERATIONS FOR PCBX ON 3/1/19. WORKER HOURS ARE REPORTED BY PAYROLL AND ARE CORR","ECT. ","","104","",
"FGC ","19","08","12","MANATEE             ","0","0","0","387","551","16128","1344","3 ","3","","2019","0","387","0","081","12C081","","","","0","",
"HRT ","19","06","13","HART                ","0","0","0","813","960","0","0","3 ","3","","2019","813","0","0","147","13C147","","","","0","",
"SMW ","19","07","13","WARE                ","0","0","348","348","453","0","0","3 ","3","","2019","0","0","0","299","13C299","","","","0","",
"CCKY","19","01","12","DUVAL               ","0","0","63","826","743","0","0","3 ","3","","2019","763","0","0","031","12C031","","","","0","",
"CHAT","19","01","12","DUVAL               ","0","0","0","0","0","0","0","3 ","3","","2019","0","0","0","031","12C031","","","","0","",
"CIRR","19","01","12","DUVAL               ","0","0","930","2080","2155","0","0","3 ","3","","2019","1150","0","0","031","12C031","","","","0","",
"CAGY","19","01","12","DUVAL               ","0","0","7944","9786","5698","0","0","3 ","3","","2019","1842","0","0","031","12C031","","","","0","",
"CARR","19","01","12","DUVAL               ","0","0","1812","1812","1235","0","0","6 ","3","","2019","0","0","0","031","12C031","","","","0","",
"BAYL","19","03","12","DUVAL               ","0","0","2116","6316","8960","0","0","3 ","3","","2019","4200","0","0","031","12C031","","","","0","",
"SMW ","19","09","13","WARE                ","0","0","408","408","401","0","0","3 ","3","","2019","0","0","0","299","13C299","","","","0","",
"SVHO","19","09","13","CHATHAM             ","0","0","0","1970","2624","0","0","6 ","3","","2019","1970","0","0","051","13C051","","","","0","",
"SAN ","19","08","13","WASHINGTON          ","0","0","1595","1595","5315","0","0","3 ","3","","2019","0","0","0","303","13C303","","","","0","",
"SM  ","19","08","13","CAMDEN              ","0","0","290","490","737","0","0","3 ","3","","2019","200","0","0","039","13C039","","","","0","",
"NS  ","19","07","13","FULTON              ","0","0","970416","7311021","4081013","0","0","1 ","3","","2019","6340605","0","0","121","13C121","","","","0","",
"SWGX","19","07","13","CRISP               ","0","0","0","353","0","37553","722","3 ","3","","2019","0","351","2","081","13C081","CREW & LOCOMOTIVES SERVICES HANDLED BY HEART OF GEORGIA RR (HOG)","","","64","",
"SWGX","19","08","13","CRISP               ","0","0","0","265","0","25605","383","3 ","3","","2019","0","265","0","081","13C081","CREW & LOCOMOTIVES SUPPLIED BY HEART OF GEORGIA RR (HOG)","","","56","",
"SWGX","19","09","13","CRISP               ","0","0","0","400","0","64550","948","3 ","3","","2019","0","400","0","081","13C081","NO COVER SERVICE WORKERS. LOVOMTOIVE SERVICES HANDLED BY HEART OF GEORGIA RAILROAD (HOG)","","","88","",
"FCR ","19","07","13","FULTON              ","0","0","1893","1893","1352","0","0","6 ","3","","2019","0","0","0","121","13C121","","","","0","",
"SVHO","19","08","13","CHATHAM             ","0","0","0","79","600","0","0","6 ","3","","2019","79","0","0","051","13C051","","","","0","",
"SWGX","19","05","13","CRISP               ","0","0","16","407","0","55202","1300","3 ","3","","2019","0","375","16","081","13C081","NO COVERED SERVICE WORKERS.
LOCOMOTIVE SERVICES HANDLED BY HEART OF GEORGIA RR (HOG)","","","85","",
"SWGX","19","06","13","CRISP               ","0","0","0","413","0","60128","1167","3 ","3","","2019","0","413","0","081","13C081","NO COVERED SERVICE WORKERS.
LOCOMOTIVE SERVICES HANDLED BY HEART OF GEORGIA RR (HOG)","","","85","",
"RASX","19","06","13","CLAYTON             ","0","0","30912","30912","21015","0","0","3 ","3","","2019","0","0","0","063","13C063","","","","0","",
"AWRY","19","08","13","CHATHAM             ","0","0","196","196","553","0","0","3 ","3","","2019","0","0","0","051","13C051","","","","0","",
"HRT ","19","09","13","HART                ","0","0","0","783","1030","0","0","3 ","3","","2019","783","0","0","147","13C147","","","","0","",
"CSX ","19","01","12","DUVAL               ","0","0","875200","6265037","3472041","0","0","1 ","3","","2019","5389837","0","0","031","12C031","","","","0","",
"CCUO","19","08","17","MCHENRY             ","0","0","0","0","0","0","0","3 ","4","","2019","0","0","0","111","17C111","","","","0","",
"CEDR","19","08","17","COOK                ","0","0","0","3929","0","0","0","6 ","4","","2019","3929","0","0","031","17C031","","","","0","",
"PAL ","19","04","21","MCCRACKEN           ","0","0","5833","41574","43865","0","0","2 ","3","","2019","35741","0","0","145","21C145","","","","0","",
"BRMI","19","02","21","WOODFORD            ","0","0","0","0","0","0","0","3 ","3","","2019","0","0","0","239","21C239","WE DO NOT OPERATE IN FEBRUARY","","","29","",
"TTIS","19","02","21","BOURBON             ","0","0","0","0","1151","0","0","6 ","3","","2019","0","0","0","017","21C017","","","","0","",
"TTIS","19","03","21","BOURBON             ","0","0","0","0","1150","0","0","6 ","3","","2019","0","0","0","017","21C017","","","","0","",
"BLOL","19","09","17","FORD                ","0","0","0","424","1484","0","0","3 ","4","","2019","424","0","0","053","17C053","","","","0","",
"ITSL","19","04","17","DU PAGE             ","0","0","40212","40212","13748","0","0","3 ","4","","2019","0","0","0","043","17C043","","","","0","",
"ITSL","19","05","17","DU PAGE             ","0","0","38989","38989","13341","0","0","3 ","4","","2019","0","0","0","043","17C043","","","","0","",
"ITSL","19","06","17","DU PAGE             ","0","0","39072","39072","13347","0","0","3 ","4","","2019","0","0","0","043","17C043","","","","0","",
"ITSL","19","07","17","DU PAGE             ","0","0","38772","38772","13260","0","0","3 ","4","","2019","0","0","0","043","17C043","","","","0","",
"XAAL","19","01","17","DU PAGE             ","0","0","3300","3300","2200","0","0","3 ","4","","2019","0","0","0","043","17C043","","","","0","",
"XAAL","19","02","17","DU PAGE             ","0","0","2897","2897","1931","0","0","3 ","4","","2019","0","0","0","043","17C043","","","","0","",
"XAAL","19","03","17","DU PAGE             ","0","0","3198","3198","2132","0","0","3 ","4","","2019","0","0","0","043","17C043","","","","0","",
"XAAL","19","04","17","DU PAGE             ","0","0","3081","3081","2054","0","0","3 ","4","","2019","0","0","0","043","17C043","","","","0","",
"XAAL","19","05","17","DU PAGE             ","0","0","3188","3188","2125","0","0","3 ","4","","2019","0","0","0","043","17C043","","","","0","",
"XAAL","19","06","17","DU PAGE             ","0","0","2978","2978","1985","0","0","3 ","4","","2019","0","0","0","043","17C043","","","","0","",
"FSR ","19","06","17","PEORIA              ","0","0","316","823","1651","0","0","3 ","4","","2019","507","0","0","143","17C143","","","","0","",
"KRRC","19","09","17","ST CLAIR            ","0","0","0","504","338","0","0","3 ","4","","2019","504","0","0","163","17C163","","","","0","",
"ALS ","19","04","17","ST CLAIR            ","0","0","78455","78455","53935","0","0","6 ","4","","2019","0","0","0","163","17C163","LATE REPORTING- MY FRA COMPUTER COMMUNICATION SYSTEM WAS NOT WORKING. ","","","69","",
"GTW ","19","09","17","COOK                ","0","0","25055","226040","130559","0","0","6 ","4","","2019","200985","0","0","031","17C031","","","","0","",
"MMR ","19","08","17","COOK                ","0","0","0","29865","0","0","0","6 ","4","","2019","29753","0","112","031","17C031","","","","0","",
"LFIZ","19","08","17","MONTGOMERY          ","0","0","0","0","0","0","0","6 ","4","","2019","0","0","0","135","17C135","","","","0","",
"ILW ","19","08","17","BOND                ","0","0","0","0","0","0","0","6 ","4","","2019","0","0","0","005","17C005","","","","0","",
"IRYM","19","08","17","MCHENRY             ","0","0","48","498","0","67180","6718","3 ","4","","2019","0","450","0","111","17C111","SEASONAL OPERATIONS","","","19","",
"MRMZ","19","08","17","PIATT               ","0","0","5","309","0","9400","1175","3 ","4","","2019","0","304","0","147","17C147","ALL WORK PERFORMED BY MONTICELLO RAILWAY MUSEUM VOLUNTEERS. ","","","59","",
"RJAL","19","09","21","JESSAMINE           ","0","0","0","284","696","0","0","3 ","3","","2019","284","0","0","113","21C113","","","","0","",
"BRMI","19","01","21","WOODFORD            ","0","0","0","0","0","0","0","3 ","3","","2019","0","0","0","239","21C239","WE DO NOT OPERATE IN JANUARY","","","28","",
"BSFX","19","01","21","MCCREARY            ","0","0","0","0","0","0","0","3 ","3","","2019","0","0","0","147","21C147","","","","0","",
"RJCP","19","01","21","JESSAMINE           ","0","0","0","4282","5565","0","0","3 ","3","","2019","4282","0","0","113","21C113","","","","0","",
"TTIS","19","01","21","BOURBON             ","0","0","0","0","1235","0","0","6 ","3","","2019","0","0","0","017","21C017","","","","0","",
"KT  ","19","01","21","MCCREARY            ","0","0","13","39","822","0","0","3 ","3","","2019","26","0","0","147","21C147","PASSENGER EXCURSIONS DO NOT RUN IN JANUARY","","","42","",
"RJCA","19","01","21","JESSAMINE           ","0","0","760","760","3979","0","0","3 ","3","","2019","0","0","0","113","21C113","","","","0","",
"RJCC","19","01","21","JESSAMINE           ","0","0","0","9724","17567","0","0","3 ","3","","2019","9724","0","0","113","21C113","","","","0","",
"RJCD","19","01","21","JESSAMINE           ","0","0","0","0","328","0","0","3 ","3","","2019","0","0","0","113","21C113","","","","0","",
"RJCK","19","01","21","JESSAMINE           ","0","0","548","548","2211","0","0","3 ","3","","2019","0","0","0","113","21C113","","","","0","",
"RJCL","19","01","21","JESSAMINE           ","0","0","0","1368","1586","0","0","3 ","3","","2019","1368","0","0","113","21C113","","","","0","",
"RJCM","19","01","21","JESSAMINE           ","0","0","0","4802","14870","0","0","3 ","3","","2019","4802","0","0","113","21C113","THE INCREASE IN TRAIN MILES FOR JANUARY IS DUE TO INCREASE IN TRAINS AND CREWS AFTER THE HOLIDAYS IN"," DEC.","","105","",
"RJCN","19","01","21","JESSAMINE           ","0","0","77","77","186","0","0","3 ","3","","2019","0","0","0","113","21C113","","","","0","",
"RJCR","19","01","21","JESSAMINE           ","0","0","0","392","384","19360","605","3 ","3","","2019","200","192","0","113","21C113","","","","0","",
"RJCS","19","01","21","JESSAMINE           ","0","0","0","740","3377","0","0","3 ","3","","2019","740","0","0","113","21C113","INCREASED ACTIVITY FOR TRAIN CREW AND MAINTENANCE OF WAY. ","","","57","",
"RJCV","19","01","21","JESSAMINE           ","0","0","0","596","626","0","0","3 ","3","","2019","596","0","0","113","21C113","","","","0","",
"RJCW","19","01","21","JESSAMINE           ","0","0","0","909","703","0","0","3 ","3","","2019","909","0","0","113","21C113","","","","0","",
"RJCW","19","02","21","JESSAMINE           ","0","0","0","840","842","0","0","3 ","3","","2019","840","0","0","113","21C113","","","","0","",
"PAL ","19","01","21","MCCRACKEN           ","0","0","6859","44372","45287","0","0","2 ","3","","2019","37513","0","0","145","21C145","","","","0","",
"KO  ","19","01","20","SEDGWICK            ","0","0","16196","28770","22749","0","0","3 ","6","","2019","12574","0","0","173","20C173","","","","0","",
"MDRY","19","01","20","DOUGLAS             ","0","0","10","115","0","7775","372","3 ","6","","2019","0","105","0","045","20C045","BLOCK 15: VOLUNTEERS","","","20","",
"KCT ","19","03","20","WYANDOTTE           ","0","0","0","0","3199","0","0","3 ","6","","2019","0","0","0","209","20C209","","","","0","",
"CCRL","19","01","39","CUYAHOGA            ","0","0","667","667","421","0","0","3 ","2","","2019","0","0","0","035","39C035","","","","0","",
"CHB ","19","01","39","CUYAHOGA            ","0","0","12","12","34","0","0","3 ","2","","2019","0","0","0","035","39C035","","","","0","",
"EIRR","19","01","16","TWIN FALLS          ","0","0","11702","18261","11803","0","0","3 ","8","","2019","6559","0","0","083","16C083","","","","0","",
"DT  ","19","06","17","PEORIA              ","0","0","15","78","176","0","0","3 ","4","","2019","63","0","0","143","17C143","OPERATES AS NEEDED.","","","19","",
"VRRC","19","05","17","PEORIA              ","0","0","10","10","30","0","0","3 ","4","","2019","0","0","0","143","17C143","OPERATES AS NEEDED.  ACCURATE AS REPORTED.","","","42","",
"BLOL","19","05","17","FORD                ","0","0","0","218","1643","0","0","3 ","4","","2019","218","0","0","053","17C053","","","","0","",
"ALAB","19","05","17","PEORIA              ","0","0","1","11","544","0","0","3 ","4","","2019","10","0","0","143","17C143","","","","0","",
"RNA ","19","02","17","PEORIA              ","0","0","22","348","377","0","0","3 ","4","","2019","326","0","0","143","17C143","","","","0","",
"VRRC","19","02","17","PEORIA              ","0","0","4","4","53","0","0","3 ","4","","2019","0","0","0","143","17C143","OPERATES AS NEEDED.  ACCURATE AS REPORTED.","","","42","",
"BRC ","19","03","17","COOK                ","0","0","35343","35467","73052","0","0","3 ","4","","2019","124","0","0","031","17C031","","","","0","",
"DT  ","19","05","17","PEORIA              ","0","0","10","58","169","0","0","3 ","4","","2019","48","0","0","143","17C143","OPERATES AS NEEDED.","","","19","",
"EWR ","19","05","17","PEORIA              ","0","0","136","788","308","0","0","3 ","4","","2019","652","0","0","143","17C143","","","","0","",
"EFRR","19","05","17","EFFINGHAM           ","0","0","3312","3312","552","0","0","3 ","4","","2019","0","0","0","049","17C049","","","","0","",
"EIRC","19","05","17","COLES               ","0","0","0","248","1401","0","0","3 ","4","","2019","248","0","0","029","17C029","","","","0","",
"BLE ","19","08","17","COOK                ","0","0","1265","13116","10116","0","0","6 ","4","","2019","11851","0","0","031","17C031","","","","0","",
"BLOL","19","08","17","FORD                ","0","0","0","536","1448","0","0","3 ","4","","2019","536","0","0","053","17C053","","","","0","",
"CC  ","19","08","17","COOK                ","0","0","3884","88098","47217","0","0","6 ","4","","2019","84214","0","0","031","17C031","","","","0","",
"ALS ","19","03","17","ST CLAIR            ","0","0","83402","83402","56918","0","0","6 ","4","","2019","0","0","0","163","17C163","UPDATED 8/26/19 BASED ON CHANGES IN DAMAGES THAT MADE A REI A REPORTABLE EVENT.","","","79","",
"EFRR","19","03","17","EFFINGHAM           ","0","0","2904","2904","484","0","0","3 ","4","","2019","0","0","0","049","17C049","","","","0","",
"EIRC","19","03","17","COLES               ","0","0","0","483","1207","0","0","3 ","4","","2019","483","0","0","029","17C029","","","","0","",
"BLOL","19","02","17","FORD                ","0","0","0","528","1644","0","0","3 ","4","","2019","528","0","0","053","17C053","","","","0","",
"MSO ","19","05","17","PEORIA              ","0","0","59","182","113","0","0","3 ","4","","2019","123","0","0","143","17C143","","","","0","",
"LFIZ","19","04","17","MONTGOMERY          ","0","0","0","0","0","0","0","6 ","4","","2019","0","0","0","135","17C135","","","","0","",
"CERR","19","01","17","COOK                ","0","0","2733","2733","618","0","0","3 ","4","","2019","0","0","0","031","17C031","","","","0","",
"CERR","19","02","17","COOK                ","0","0","2912","2912","565","0","0","3 ","4","","2019","0","0","0","031","17C031","","","","0","",
"INRD","19","06","18","GREENE              ","0","0","27733","43400","22371","0","0","2 ","4","","2019","15667","0","0","055","18C055","","","","0","",
"WCRL","19","09","10","NEW CASTLE          ","0","0","2","114","123","4144","259","3 ","2","","2019","0","112","0","003","10C003","","","","0","",
"WWRC","19","09","10","NEW CASTLE          ","0","0","20","268","1221","16718","1341","3 ","2","","2019","0","248","0","003","10C003","","","","0","",
"ALS ","19","08","17","ST CLAIR            ","0","0","82237","82237","55489","0","0","6 ","4","","2019","0","0","0","163","17C163","","","","0","",
"IC  ","19","08","17","COOK                ","0","0","85022","638794","698006","0","0","6 ","4","","2019","551098","0","2674","031","17C031","TRANSPORTING CANADIAN CRUDE IS DOWN.","","","36","",
"IATX","19","08","17","DU PAGE             ","0","0","19602","19602","6534","0","0","3 ","4","","2019","0","0","0","043","17C043","","","","0","",
"ITSL","19","08","17","DU PAGE             ","0","0","39926","39926","13665","0","0","3 ","4","","2019","0","0","0","043","17C043","","","","0","",
"RAFX","19","08","17","DU PAGE             ","0","0","3039","3039","2026","0","0","6 ","4","","2019","0","0","0","043","17C043","","","","0","",
"XAAL","19","08","17","DU PAGE             ","0","0","2609","2609","1739","0","0","3 ","4","","2019","0","0","0","043","17C043","","","","0","",
"XALV","19","08","17","DU PAGE             ","0","0","1127","1127","751","0","0","3 ","4","","2019","0","0","0","043","17C043","","","","0","",
"BRC ","19","08","17","COOK                ","0","0","33774","34408","75438","0","0","3 ","4","","2019","634","0","0","031","17C031","","","","0","",
"BLE ","19","06","17","COOK                ","0","0","1355","12503","10225","0","0","6 ","4","","2019","11148","0","0","031","17C031","","","","0","",
"CC  ","19","06","17","COOK                ","0","0","4048","79988","45738","0","0","6 ","4","","2019","75021","0","919","031","17C031","","","","0","",
"EFRR","19","06","17","EFFINGHAM           ","0","0","2568","2568","428","0","0","3 ","4","","2019","0","0","0","049","17C049","","","","0","",
"GCW ","19","06","17","PEORIA              ","0","0","90","306","620","0","0","3 ","4","","2019","216","0","0","143","17C143","","","","0","",
"WWRC","19","05","10","NEW CASTLE          ","0","0","24","359","2237","29780","2929","3 ","2","","2019","0","335","0","003","10C003","WE ARE A SEASONAL OPERATION. OUR SCHEDULE CHANGES MONTHLY DEPENDING ON EVENTS SCHEDULED","","","87","",
"WCRL","19","05","10","NEW CASTLE          ","0","0","2","66","170","12736","199","3 ","2","","2019","0","64","0","003","10C003","","","","0","",
"GET ","19","02","17","PEORIA              ","0","0","35","927","938","0","0","3 ","4","","2019","892","0","0","143","17C143","","","","0","",
"INRD","19","09","18","GREENE              ","0","0","25884","42161","22762","0","0","2 ","4","","2019","16277","0","0","055","18C055","","","","0","",
"IRM ","19","08","18","ORANGE              ","0","0","0","384","1090","49980","3008","3 ","4","","2019","0","384","0","117","18C117","","","","0","",
"IRM ","19","09","18","ORANGE              ","0","0","0","608","1084","71174","3429","3 ","4","","2019","0","608","0","117","18C117","","","","0","",
"NICD","19","09","18","LA PORTE            ","0","0","0","65001","55078","9886920","304327","6 ","4","","2019","0","65001","0","091","18C091","","","","0","",
"CAMY","19","09","18","FAYETTE             ","0","0","0","400","700","0","0","3 ","4","","2019","400","0","0","041","18C041","","","","0","",
"MGRZ","19","08","18","CLARK               ","0","0","6774","6774","1129","0","0","3 ","4","","2019","0","0","0","019","18C019","","","","0","",
"EVWR","19","08","18","POSEY               ","0","0","640","19894","19833","0","0","6 ","4","","2019","19254","0","0","129","18C129","","","","0","",
"NICD","19","08","18","LA PORTE            ","0","0","0","66275","62274","11074540","329949","6 ","4","","2019","0","66275","0","091","18C091","","","","0","",
"SAN ","19","01","13","WASHINGTON          ","0","0","1713","1713","5709","0","0","3 ","3","","2019","0","0","0","303","13C303","","","","0","",
"CPR ","19","08","13","MORGAN              ","0","0","0","1288","564","0","0","3 ","3","","2019","1288","0","0","211","13C211","","","","0","",
"HRT ","19","01","13","HART                ","0","0","0","1093","1207","0","0","3 ","3","","2019","1093","0","0","147","13C147","","","","0","",
"NS  ","19","01","13","FULTON              ","0","0","1024590","7717788","4366663","0","0","1 ","3","","2019","6693198","0","0","121","13C121","","","","0","",
"FCR ","19","01","13","FULTON              ","0","0","2226","2226","1590","0","0","6 ","3","","2019","0","0","0","121","13C121","","","","0","",
"GWRC","19","01","13","WILKES              ","0","0","64","214","341","0","0","6 ","3","","2019","150","0","0","317","13C317","","","","0","",
"BLRX","19","02","13","FANNIN              ","0","0","0","0","110","0","0","3 ","3","","2019","0","0","0","111","13C111","BLUE RIDGE SCENIC CLOSED FOR WINTER WILL RE-OPEN MID MARCH","","","58","",
"GNRR","19","02","13","COBB                ","0","0","511","1664","2106","0","0","3 ","3","","2019","1153","0","0","067","13C067","","","","0","",
"VVRR","19","06","18","FAYETTE             ","0","0","0","0","380","0","0","3 ","4","","2019","0","0","0","041","18C041","NO TRAFFIC","","","10","",
"WVRR","19","06","18","FAYETTE             ","0","0","8","505","1112","51661","7642","3 ","4","","2019","0","497","0","041","18C041","WE ARE A SEASONAL TOURIST RAILROAD.","","","35","",
